group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
Neuroblastoma	USE_29616	1	0.4125	0.1612	1.024	PHOX2B	2	chr4	41745526	41751960
Neuroblastoma	USE_29619	2	0.4127	0.1612	1.068	TMEM33	73	chr4	41873403	41874695
Neuroblastoma	USE_27975	3	0.4249	0.1612	1.041	DNAJB8	6	chr3	128456673	128458897
Neuroblastoma	USE_5037	4	0.4408	0.1612	1.022	RET	132	chr10	42970122	42971365
Neuroblastoma	USE_29618	5	0.4447	0.1612	1.068	TMEM33	78	chr4	41857394	41882487
Neuroblastoma	USE_13245	6	0.4467	0.1612	0.958	KIF26A	131	chr14	104285228	104296574
Neuroblastoma	USE_41969	7	0.4471	0.1612	1.066	IER5L	217	chr9	129394015	129395013
Neuroblastoma	USE_14189	8	0.4492	0.1612	1.145	CCDC33	22	chr15	74291869	74292871
Neuroblastoma	USE_20487	9	0.4546	0.1612	14.159	MYCN	328	chr2	16271945	16272391
Neuroblastoma	USE_7467	10	0.455	0.1612	0.981	PHOX2A	0	chr11	72239909	72245357
Neuroblastoma	USE_3110	11	0.4555	0.1612	1.369	FAM163A	35	chr1	179742393	179745482
Neuroblastoma	USE_7335	12	0.4592	0.1612	1.09	GAL	26	chr11	68659553	68662093
Neuroblastoma	USE_27973	13	0.4612	0.1612	1.073	DNAJB8	54	chr3	128409578	128411419
Neuroblastoma	USE_23548	14	0.4613	0.1612	1.049	RAMP1	0	chr2	237884571	237887323
Neuroblastoma	USE_20494	15	0.4626	0.1612	14.159	CYRIA	272	chr2	16334502	16336171
Non-Hodgkin Lymphoma	USE_25828	1	0.3455	0.1612	0.524	IGLL5	13	chr22	22905101	22905779
Non-Hodgkin Lymphoma	USE_25824	2	0.3487	0.1612	0.524	GGTLC2	106	chr22	22746000	22759032
Non-Hodgkin Lymphoma	USE_25829	3	0.377	0.1612	0.524	IGLL5	50	chr22	22928202	22955917
Non-Hodgkin Lymphoma	USE_25830	4	0.3938	0.1612	0.524	IGLL5	37	chr22	22928669	22929379
Non-Hodgkin Lymphoma	USE_13327	5	0.4384	0.1619	1.075	TMEM121	1224	chr14	106752226	106753591
Non-Hodgkin Lymphoma	USE_25823	6	0.4483	0.1681	0.524	GGTLC2	81	chr22	22720619	22735311
Non-Hodgkin Lymphoma	USE_37582	7	0.4524	0.1701	1.262	LRGUK	50	chr7	134245947	134246959
Non-Hodgkin Lymphoma	USE_22512	8	0.4563	0.1726	0.982	SLC4A10	139	chr2	161842757	161845130
Non-Hodgkin Lymphoma	USE_28960	9	0.4651	0.1813	1.095	FGF12	270	chr3	192182716	192183923
Non-Hodgkin Lymphoma	USE_28877	10	0.4663	0.1827	1.155	BCL6	353	chr3	188084881	188088698
Non-Hodgkin Lymphoma	USE_28874	11	0.473	0.1896	1.155	BCL6	243	chr3	187975663	187979379
Non-Hodgkin Lymphoma	USE_5079	12	0.4737	0.1902	1.001	ZFAND4	9	chr10	45652296	45654988
Non-Hodgkin Lymphoma	USE_10510	13	0.4796	0.1965	0.987	RNFT2	7	chr12	116802211	116804915
Non-Hodgkin Lymphoma	USE_25826	14	0.4809	0.198	0.524	IGLL5	11	chr22	22838265	22922954
Non-Hodgkin Lymphoma	USE_24367	15	0.4818	0.1986	1.075	TOP1	135	chr20	40940412	40942506
Non-Small Cell Lung Cancer	USE_19643	1	0.3845	0.1612	1.699	FCGBP	16	chr19	39914749	39915843
Non-Small Cell Lung Cancer	USE_39233	2	0.4257	0.1612	0.364	NECAB1	8	chr8	90879305	90889311
Non-Small Cell Lung Cancer	USE_39231	3	0.4627	0.1758	0.366	TMEM64	24	chr8	90671273	90693474
Non-Small Cell Lung Cancer	USE_18606	4	0.4928	0.2131	0.96	ONECUT2	35	chr18	57427617	57429044
Non-Small Cell Lung Cancer	USE_39227	5	0.5073	0.2425	0.366	TMEM64	233	chr8	90467215	90479933
Non-Small Cell Lung Cancer	USE_39228	6	0.5088	0.2459	0.366	TMEM64	195	chr8	90500682	90521393
Non-Small Cell Lung Cancer	USE_39232	7	0.5202	0.2757	0.366	TMEM64	14	chr8	90691198	90692839
Non-Small Cell Lung Cancer	USE_7669	8	0.5241	0.2863	1.017	DLG2	280	chr11	84817349	84825965
Non-Small Cell Lung Cancer	USE_39230	9	0.5271	0.2957	0.366	TMEM64	61	chr8	90645009	90646563
Non-Small Cell Lung Cancer	USE_19382	10	0.5274	0.2964	1.207	UQCRFS1	1349	chr19	27858998	27861440
Non-Small Cell Lung Cancer	USE_10925	11	0.5352	0.321	0.565	GPR12	79	chr13	26836874	26838895
Non-Small Cell Lung Cancer	USE_38743	12	0.5402	0.337	0.81	SNTG1	557	chr8	49794955	49797166
Non-Small Cell Lung Cancer	USE_40770	13	0.541	0.3395	0.448	CDKN2B	207	chr9	22211302	22216822
Non-Small Cell Lung Cancer	USE_29550	14	0.5472	0.3629	0.795	TLR1	3	chr4	38818768	38821080
Non-Small Cell Lung Cancer	USE_26577	15	0.548	0.3654	0.505	HRH1	80	chr3	11271995	11290586
Oral Cavity Squamous Cell Carcinoma	USE_5872	1	0.5349	0.1835	0.954	STN1	26	chr10	103870902	103872090
Oral Cavity Squamous Cell Carcinoma	USE_3404	2	0.536	0.1855	1.281	PKP1	24	chr1	201282872	201284654
Oral Cavity Squamous Cell Carcinoma	USE_17695	3	0.5417	0.1938	0.982	ST6GALNAC2	9	chr17	76584833	76586417
Oral Cavity Squamous Cell Carcinoma	USE_7200	4	0.5479	0.2067	1.271	SLC22A11	21	chr11	64541390	64543449
Oral Cavity Squamous Cell Carcinoma	USE_16816	5	0.5489	0.2094	0.934	KRT14	0	chr17	41579885	41589145
Oral Cavity Squamous Cell Carcinoma	USE_14471	6	0.5531	0.2196	1.039	POLG	58	chr15	89377720	89379826
Oral Cavity Squamous Cell Carcinoma	USE_17659	7	0.5546	0.2238	0.993	ITGB4	12	chr17	75720715	75732764
Oral Cavity Squamous Cell Carcinoma	USE_28165	8	0.5565	0.2303	1.341	GRK7	44	chr3	141829882	141841812
Oral Cavity Squamous Cell Carcinoma	USE_3664	9	0.5575	0.2334	1.317	CAMK1G	214	chr1	209383348	209384805
Oral Cavity Squamous Cell Carcinoma	USE_9440	10	0.5579	0.2345	1.08	KRT74	10	chr12	52579019	52581548
Oral Cavity Squamous Cell Carcinoma	USE_6588	11	0.5591	0.2385	0.845	RASSF10	149	chr11	13150452	13169164
Oral Cavity Squamous Cell Carcinoma	USE_12000	12	0.5614	0.2471	1.252	SLC7A8	16	chr14	23170790	23172128
Oral Cavity Squamous Cell Carcinoma	USE_7772	13	0.5615	0.2474	0.871	AMOTL1	85	chr11	94705510	94707506
Oral Cavity Squamous Cell Carcinoma	USE_6393	14	0.5627	0.253	0.822	TH	12	chr11	2179307	2181401
Oral Cavity Squamous Cell Carcinoma	USE_820	15	0.5639	0.2571	1.148	GJB5	1	chr1	34754548	34755877
Oropharynx Squamous Cell Carcinoma	USE_22285	1	0.2782	0.1612	0.066	THSD7B	53	chr2	137155204	137180383
Oropharynx Squamous Cell Carcinoma	USE_35507	2	0.4923	0.3141	0.983	FOXL3	77	chr7	368540	370362
Oropharynx Squamous Cell Carcinoma	USE_25167	3	0.4965	0.3247	0.63	NCAM2	1621	chr21	22884595	22901114
Oropharynx Squamous Cell Carcinoma	USE_22287	4	0.5155	0.3759	0.066	THSD7B	341	chr2	137561497	137564393
Oropharynx Squamous Cell Carcinoma	USE_35480	5	0.5164	0.3783	0.686	DLL1	66	chr6	170223164	170232445
Oropharynx Squamous Cell Carcinoma	USE_6596	6	0.5197	0.3888	0.833	FAR1	55	chr11	13644352	13646309
Oropharynx Squamous Cell Carcinoma	USE_5167	7	0.5203	0.3902	0.761	DKK1	184	chr10	52499789	52500750
Oropharynx Squamous Cell Carcinoma	USE_38731	8	0.5234	0.4002	0.775	SNAI2	214	chr8	48695699	48714417
Oropharynx Squamous Cell Carcinoma	USE_13907	9	0.5239	0.402	1.063	BNIP2	154	chr15	59827256	59830927
Oropharynx Squamous Cell Carcinoma	USE_36058	10	0.5321	0.4285	1.007	ITPRID1	92	chr7	31487152	31500724
Oropharynx Squamous Cell Carcinoma	USE_23357	11	0.5346	0.4362	0.977	DNER	169	chr2	229363004	229370978
Oropharynx Squamous Cell Carcinoma	USE_25514	12	0.5354	0.4388	1.046	WDR4	48	chr21	42811903	42813765
Oropharynx Squamous Cell Carcinoma	USE_39143	13	0.5355	0.4391	0.975	PAG1	140	chr8	80898916	80900384
Oropharynx Squamous Cell Carcinoma	USE_34658	14	0.5361	0.4411	0.613	MARCKS	300	chr6	113558562	113560360
Oropharynx Squamous Cell Carcinoma	USE_24738	15	0.5363	0.4419	1.457	CYP24A1	10	chr20	54173013	54174468
Osteosarcoma	USE_42913	1	0.3886	0.1612	0.233	TSPY1	13	chrY	9453903	9455640
Osteosarcoma	USE_42914	2	0.39	0.1612	0.233	TSPY1	27	chrY	9494536	9496237
Osteosarcoma	USE_42915	3	0.413	0.1612	0.233	TSPY10	13	chrY	9514850	9516430
Osteosarcoma	USE_9300	4	0.4179	0.1612	1.02	AMIGO2	78	chr12	46998277	46999631
Osteosarcoma	USE_9296	5	0.4707	0.1612	1.065	SLC38A4	114	chr12	46904606	46921935
Osteosarcoma	USE_40759	6	0.4824	0.1612	0.526	IFNE	191	chr9	21655668	21689859
Osteosarcoma	USE_10273	7	0.4973	0.1612	1.127	APPL2	50	chr12	105253617	105257648
Osteosarcoma	USE_40760	8	0.5	0.1612	0.526	MTAP	175	chr9	21687846	21701561
Osteosarcoma	USE_40762	9	0.5106	0.1619	0.526	MTAP	36	chr9	21829846	21837597
Osteosarcoma	USE_7065	10	0.5124	0.1619	0.997	MPEG1	38	chr11	59248445	59250394
Osteosarcoma	USE_10721	11	0.518	0.1652	0.943	TMEM132C	558	chr12	127928245	127930493
Osteosarcoma	USE_32652	12	0.5219	0.1677	1.347	ITK	2	chr5	157199374	157204304
Osteosarcoma	USE_32999	13	0.5232	0.1684	1.19	ADAMTS2	115	chr5	179342821	179345419
Osteosarcoma	USE_6238	14	0.5318	0.1766	0.873	INSYN2A	182	chr10	126977614	126989021
Osteosarcoma	USE_36742	15	0.5388	0.1872	0.84	MAGI2	547	chr7	79282367	79284249
Pancreatic Adenocarcinoma	USE_18606	1	0.5075	0.1612	0.649	ONECUT2	35	chr18	57427617	57429044
Pancreatic Adenocarcinoma	USE_34793	2	0.561	0.1657	0.814	ARHGAP18	138	chr6	129501142	129508381
Pancreatic Adenocarcinoma	USE_23920	3	0.5629	0.1667	0.818	MACROD2	41	chr20	14979070	14987419
Pancreatic Adenocarcinoma	USE_30029	4	0.5726	0.178	0.667	CCSER1	421	chr4	90444371	90446304
Pancreatic Adenocarcinoma	USE_15138	5	0.5801	0.1917	0.943	ERN2	4	chr16	23698551	23713235
Pancreatic Adenocarcinoma	USE_42251	6	0.5845	0.2015	1.021	CACNA1B	231	chr9	138231328	138233398
Pancreatic Adenocarcinoma	USE_36869	7	0.5848	0.2026	1.15	STEAP2	27	chr7	90229278	90231025
Pancreatic Adenocarcinoma	USE_33248	8	0.5853	0.204	0.888	EEF1E1	70	chr6	8157356	8158910
Pancreatic Adenocarcinoma	USE_29691	9	0.5856	0.2054	0.905	RASL11B	48	chr4	52912088	52914971
Pancreatic Adenocarcinoma	USE_41395	10	0.5866	0.2085	0.946	FANCC	163	chr9	95090421	95108567
Pancreatic Adenocarcinoma	USE_38201	11	0.5868	0.2094	0.802	FAM86B2	12	chr8	12415196	12420887
Pancreatic Adenocarcinoma	USE_34791	12	0.5873	0.2112	0.814	ARHGAP18	147	chr6	129489273	129502344
Pancreatic Adenocarcinoma	USE_14655	13	0.5874	0.2113	1.127	ASB7	115	chr15	100742013	100744216
Pancreatic Adenocarcinoma	USE_17920	14	0.5884	0.2151	1.015	METRNL	4	chr17	83090920	83092467
Pancreatic Adenocarcinoma	USE_38012	15	0.5889	0.2168	1.033	NCAPG2	268	chr7	158395342	158403942
Papillary Renal Cell Carcinoma	USE_6028	1	0.3621	0.1612	1.532	GFRA1	67	chr10	116098102	116099762
Papillary Renal Cell Carcinoma	USE_7634	2	0.3966	0.1696	1.002	TENM4	1094	chr11	80136220	80146228
Papillary Renal Cell Carcinoma	USE_12320	3	0.4158	0.1843	0.004	NIN	6	chr14	50763228	50775364
Papillary Renal Cell Carcinoma	USE_33624	4	0.4176	0.186	1.03	SLC17A3	22	chr6	25874569	25884886
Papillary Renal Cell Carcinoma	USE_10842	5	0.4266	0.194	0.0	LATS2	49	chr13	21053522	21080811
Papillary Renal Cell Carcinoma	USE_27605	6	0.4314	0.1984	1.042	ZPLD1	197	chr3	102090343	102093346
Papillary Renal Cell Carcinoma	USE_12479	7	0.4346	0.2034	1.045	SLC35F4	161	chr14	57929882	57938370
Papillary Renal Cell Carcinoma	USE_7635	8	0.4367	0.2066	1.002	TENM4	1098	chr11	80144076	80146558
Papillary Renal Cell Carcinoma	USE_30529	9	0.4407	0.2125	1.022	PDGFC	23	chr4	156889498	156890665
Papillary Renal Cell Carcinoma	USE_11364	10	0.4458	0.2196	0.98	TDRD3	277	chr13	60759019	60765947
Papillary Renal Cell Carcinoma	USE_27604	11	0.4475	0.2227	1.042	ZPLD1	199	chr3	102089471	102090796
Papillary Renal Cell Carcinoma	USE_8416	12	0.4559	0.2367	1.044	SNX19	69	chr11	130815155	130827883
Papillary Renal Cell Carcinoma	USE_13998	13	0.456	0.2368	0.166	PARP16	2	chr15	65259389	65271422
Papillary Renal Cell Carcinoma	USE_27677	14	0.4563	0.2373	0.993	NECTIN3	828	chr3	110343621	110345774
Papillary Renal Cell Carcinoma	USE_8415	15	0.4601	0.2445	1.044	SNX19	80	chr11	130804155	130818122
Plasma Cell Myeloma	USE_2159	1	0.3496	0.1612	0.626	TENT5C	37	chr1	117622040	117687087
Plasma Cell Myeloma	USE_4667	2	0.4404	0.1612	1.068	MINDY3	31	chr10	15786001	15789334
Plasma Cell Myeloma	USE_11219	3	0.4423	0.1612	0.746	CBY2	7	chr13	45700284	45702440
Plasma Cell Myeloma	USE_36020	4	0.445	0.1612	1.178	PRR15	92	chr7	29656713	29658943
Plasma Cell Myeloma	USE_41305	5	0.4513	0.1612	0.989	SYK	92	chr9	90941421	90943501
Plasma Cell Myeloma	USE_42568	6	0.4539	0.1612	0.789	ZXDA	287	chrX	58193474	58197114
Plasma Cell Myeloma	USE_13286	7	0.4542	0.1612	1.114	TMEM121	47	chr14	105574708	105576105
Plasma Cell Myeloma	USE_25830	8	0.4564	0.1612	0.712	IGLL5	37	chr22	22928669	22929379
Plasma Cell Myeloma	USE_33241	9	0.4565	0.1612	1.205	TXNDC5	21	chr6	7916606	7918272
Plasma Cell Myeloma	USE_11494	10	0.4566	0.1612	0.784	EDNRB	182	chr13	78116336	78119569
Plasma Cell Myeloma	USE_17460	11	0.4588	0.1612	1.025	NOL11	76	chr17	67649500	67659650
Plasma Cell Myeloma	USE_5068	12	0.4618	0.1612	0.888	TMEM72	26	chr10	44896442	44898597
Plasma Cell Myeloma	USE_13288	13	0.4637	0.1612	1.114	TMEM121	54	chr14	105582730	105582931
Plasma Cell Myeloma	USE_23616	14	0.4658	0.1612	0.899	MAB21L4	17	chr2	240907750	240909333
Plasma Cell Myeloma	USE_25829	15	0.4698	0.1612	0.712	IGLL5	50	chr22	22928202	22955917
Pleural Mesothelioma, Biphasic Type	USE_19755	1	0.4782	0.2843	0.979	CD177	30	chr19	43325831	43329073
Pleural Mesothelioma, Biphasic Type	USE_18769	2	0.4816	0.2923	1.09	NETO1	63	chr18	72866986	72869487
Pleural Mesothelioma, Biphasic Type	USE_4241	3	0.4824	0.2944	0.917	FMN2	151	chr1	240092416	240093734
Pleural Mesothelioma, Biphasic Type	USE_18768	4	0.4917	0.3172	1.09	NETO1	57	chr18	72856986	72868701
Pleural Mesothelioma, Biphasic Type	USE_3616	5	0.5067	0.3544	0.849	C4BPB	5	chr1	207087917	207090171
Pleural Mesothelioma, Biphasic Type	USE_1077	6	0.5204	0.3961	0.998	HYI	5	chr1	43439592	43455069
Pleural Mesothelioma, Biphasic Type	USE_24899	7	0.5208	0.3975	0.951	CDH4	342	chr20	61252328	61254757
Pleural Mesothelioma, Biphasic Type	USE_6237	8	0.5214	0.3998	0.887	INSYN2A	218	chr10	126947311	126948401
Pleural Mesothelioma, Biphasic Type	USE_40961	9	0.5221	0.402	0.557	FOXD4L6	51	chr9	41074339	41077498
Pleural Mesothelioma, Biphasic Type	USE_41140	10	0.5229	0.4044	1.121	PSAT1	543	chr9	78856643	78858281
Pleural Mesothelioma, Biphasic Type	USE_18721	11	0.5233	0.4054	1.193	SERPINB2	18	chr18	63867933	63870413
Pleural Mesothelioma, Biphasic Type	USE_3617	12	0.5253	0.4121	0.849	C4BPB	0	chr1	207089009	207098596
Pleural Mesothelioma, Biphasic Type	USE_1079	13	0.5269	0.417	1.018	HYI	1	chr1	43454022	43454549
Pleural Mesothelioma, Biphasic Type	USE_19805	14	0.5279	0.4204	0.915	GEMIN7	14	chr19	45099060	45100905
Pleural Mesothelioma, Biphasic Type	USE_2689	15	0.5282	0.4218	0.97	PEAR1	8	chr1	156895273	156898795
Pleural Mesothelioma, Epithelioid Type	USE_14536	1	0.3129	0.1612	1.247	SLCO3A1	7	chr15	92020421	92021440
Pleural Mesothelioma, Epithelioid Type	USE_31652	2	0.388	0.1625	1.074	PTCD2	58	chr5	72401891	72403356
Pleural Mesothelioma, Epithelioid Type	USE_31556	3	0.4019	0.1701	1.054	SREK1	292	chr5	66453528	66455419
Pleural Mesothelioma, Epithelioid Type	USE_22610	4	0.4085	0.1758	1.048	METTL8	130	chr2	171244330	171245436
Pleural Mesothelioma, Epithelioid Type	USE_36203	5	0.4124	0.1786	1.262	SUGCT	420	chr7	40914606	40922918
Pleural Mesothelioma, Epithelioid Type	USE_31653	6	0.4169	0.183	1.091	PTCD2	62	chr5	72402092	72412363
Pleural Mesothelioma, Epithelioid Type	USE_14150	7	0.4177	0.1839	1.312	NR2E3	113	chr15	71691331	71692770
Pleural Mesothelioma, Epithelioid Type	USE_33274	8	0.4178	0.1839	0.987	TFAP2A	758	chr6	9647203	9648422
Pleural Mesothelioma, Epithelioid Type	USE_42399	9	0.4186	0.1847	0.54	CNKSR2	383	chrX	21127096	21133652
Pleural Mesothelioma, Epithelioid Type	USE_33273	10	0.4214	0.1874	0.987	TFAP2A	753	chr6	9646985	9658741
Pleural Mesothelioma, Epithelioid Type	USE_2178	11	0.4217	0.1876	1.072	HSD3B1	24	chr1	119483324	119489672
Pleural Mesothelioma, Epithelioid Type	USE_36435	12	0.4261	0.1917	1.027	LANCL2	91	chr7	55307796	55309091
Pleural Mesothelioma, Epithelioid Type	USE_9418	13	0.4275	0.1927	1.257	SCN8A	80	chr12	51620792	51621929
Pleural Mesothelioma, Epithelioid Type	USE_26531	14	0.4303	0.1955	1.052	RAD18	19	chr3	8886214	8892637
Pleural Mesothelioma, Epithelioid Type	USE_19752	15	0.4317	0.1971	0.941	PSG9	16	chr19	43223860	43225379
Primary Effusion Lymphoma	USE_33053	1	0.4521	0.1666	1.046	DUSP22	9	chr6	329822	331856
Primary Effusion Lymphoma	USE_2767	2	0.4567	0.1697	1.278	SLAMF7	6	chr1	160739338	160741862
Primary Effusion Lymphoma	USE_38938	3	0.4684	0.1786	1.079	BHLHE22	0	chr8	64580286	64581947
Primary Effusion Lymphoma	USE_38028	4	0.482	0.1938	1.434	DYNC2I1	9	chr7	158915256	158916051
Primary Effusion Lymphoma	USE_22800	5	0.4977	0.2186	0.755	ZNF804A	767	chr2	183997458	184005981
Primary Effusion Lymphoma	USE_38939	6	0.498	0.219	1.181	BHLHE22	7	chr8	64580375	64598576
Primary Effusion Lymphoma	USE_5766	7	0.5013	0.226	0.976	CNNM1	128	chr10	99232402	99234791
Primary Effusion Lymphoma	USE_27262	8	0.5025	0.2289	0.221	CFAP20DC	567	chr3	59450428	59452643
Primary Effusion Lymphoma	USE_27261	9	0.505	0.234	0.221	CFAP20DC	564	chr3	59443779	59452298
Primary Effusion Lymphoma	USE_25836	10	0.5105	0.2468	0.981	RAB36	2	chr22	23156797	23159213
Primary Effusion Lymphoma	USE_3393	11	0.511	0.2481	1.492	GPR25	5	chr1	200866014	200870061
Primary Effusion Lymphoma	USE_11002	12	0.511	0.2481	1.016	MEDAG	63	chr13	30852025	30853522
Primary Effusion Lymphoma	USE_26129	13	0.5122	0.252	1.0	IL2RB	13	chr22	37162167	37164918
Primary Effusion Lymphoma	USE_27402	14	0.5145	0.2574	0.947	PROK2	3	chr3	71779173	71785068
Primary Effusion Lymphoma	USE_18563	15	0.5191	0.2696	0.968	DCC	541	chr18	52391185	52402556
Prostate Adenocarcinoma	USE_30670	1	0.4777	0.1656	0.663	GPM6A	105	chr4	175708409	175715685
Prostate Adenocarcinoma	USE_7057	2	0.4789	0.1661	1.127	GLYATL1	51	chr11	59024261	59027029
Prostate Adenocarcinoma	USE_25078	3	0.4843	0.17	1.084	TPTE	669	chr21	9893026	9895463
Prostate Adenocarcinoma	USE_22198	4	0.4859	0.1701	0.812	POTEJ	12	chr2	130619629	130625799
Prostate Adenocarcinoma	USE_11908	5	0.4902	0.1736	0.653	CHAMP1	28	chr13	114354015	114354473
Prostate Adenocarcinoma	USE_42762	6	0.4929	0.1768	0.574	APLN	11	chrX	129660444	129662056
Prostate Adenocarcinoma	USE_6900	7	0.4963	0.181	0.846	LRRC4C	993	chr11	41778907	41782766
Prostate Adenocarcinoma	USE_34611	8	0.4994	0.1847	0.762	CDK19	57	chr6	110654652	110657203
Prostate Adenocarcinoma	USE_29477	9	0.5033	0.1893	0.925	STIM2	1188	chr4	28128295	28131111
Prostate Adenocarcinoma	USE_37432	10	0.5053	0.1918	1.192	POT1	772	chr7	125647839	125649957
Prostate Adenocarcinoma	USE_15437	11	0.5067	0.1936	0.851	IRX3	138	chr16	54421534	54425809
Prostate Adenocarcinoma	USE_31641	12	0.5108	0.1984	0.961	CARTPT	27	chr5	71743238	71752814
Prostate Adenocarcinoma	USE_7056	13	0.5142	0.2051	1.127	GLYATL1	43	chr11	59009470	59027002
Prostate Adenocarcinoma	USE_9633	14	0.5208	0.2176	0.956	DPY19L2	173	chr12	63439601	63440602
Prostate Adenocarcinoma	USE_7054	15	0.5228	0.2211	1.127	GLYATL1	47	chr11	58925565	58928574
Rectal Adenocarcinoma	USE_7388	1	0.38	0.1619	1.017	FGF3	100	chr11	69913491	69916888
Rectal Adenocarcinoma	USE_7390	2	0.3908	0.1657	1.017	FGF3	102	chr11	69916478	69917643
Rectal Adenocarcinoma	USE_7386	3	0.3995	0.1701	1.003	FGF3	77	chr11	69891072	69893957
Rectal Adenocarcinoma	USE_23922	4	0.4039	0.173	0.015	MACROD2	23	chr20	15046666	15047951
Rectal Adenocarcinoma	USE_7387	5	0.4099	0.1784	1.017	FGF3	89	chr11	69891928	69916213
Rectal Adenocarcinoma	USE_7389	6	0.4117	0.1799	1.017	FGF3	105	chr11	69914087	69926572
Rectal Adenocarcinoma	USE_23921	7	0.479	0.2827	0.015	MACROD2	18	chr20	15037223	15048615
Rectal Adenocarcinoma	USE_35527	8	0.4793	0.2833	0.961	ADAP1	0	chr7	926068	927178
Rectal Adenocarcinoma	USE_19975	9	0.4794	0.2833	0.916	KLK12	1	chr19	51026116	51034952
Rectal Adenocarcinoma	USE_40401	10	0.4835	0.2924	0.948	LY6D	2	chr8	142787705	142789321
Rectal Adenocarcinoma	USE_27267	11	0.4956	0.3223	0.059	FHIT	442	chr3	60048152	60066180
Rectal Adenocarcinoma	USE_6532	12	0.4991	0.3309	0.87	IRAG1	25	chr11	10657893	10659560
Rectal Adenocarcinoma	USE_21737	13	0.4999	0.3328	0.945	FAHD2A	20	chr2	95429319	95430490
Rectal Adenocarcinoma	USE_39987	14	0.5031	0.34	1.088	POU5F1B	123	chr8	127246339	127248277
Rectal Adenocarcinoma	USE_14399	15	0.5087	0.3548	1.058	ALPK3	13	chr15	84858369	84860417
Renal Clear Cell Carcinoma	USE_35372	1	0.4615	0.1612	0.797	PDE10A	38	chr6	165690084	165703124
Renal Clear Cell Carcinoma	USE_25983	2	0.4651	0.1612	0.822	NF2	12	chr22	29634645	29643159
Renal Clear Cell Carcinoma	USE_11664	3	0.4795	0.1625	1.016	TM9SF2	67	chr13	99571563	99573134
Renal Clear Cell Carcinoma	USE_40377	4	0.4845	0.1666	1.22	PTP4A3	390	chr8	141801285	141803647
Renal Clear Cell Carcinoma	USE_28859	5	0.4892	0.1701	1.149	RTP4	137	chr3	187506792	187508901
Renal Clear Cell Carcinoma	USE_13480	6	0.4915	0.1712	0.973	SCG5	16	chr15	32682349	32688589
Renal Clear Cell Carcinoma	USE_22237	7	0.4983	0.1784	1.063	MGAT5	450	chr2	133836178	133837799
Renal Clear Cell Carcinoma	USE_21935	8	0.5092	0.1921	1.024	SULT1C4	3	chr2	108385223	108388878
Renal Clear Cell Carcinoma	USE_41702	9	0.5215	0.2148	1.021	TNC	581	chr9	115649234	115651107
Renal Clear Cell Carcinoma	USE_23817	10	0.5221	0.2153	1.216	PLCB4	353	chr20	8931518	8933988
Renal Clear Cell Carcinoma	USE_12556	11	0.5222	0.2154	0.637	HIF1A	167	chr14	61553206	61554784
Renal Clear Cell Carcinoma	USE_23463	12	0.5245	0.2198	0.954	SPP2	127	chr2	234190654	234191745
Renal Clear Cell Carcinoma	USE_22235	13	0.5255	0.2228	1.063	MGAT5	471	chr2	133812068	133819597
Renal Clear Cell Carcinoma	USE_40770	14	0.5267	0.2259	0.0	CDKN2B	207	chr9	22211302	22216822
Renal Clear Cell Carcinoma	USE_35991	15	0.5289	0.2324	1.159	CREB5	8	chr7	28570053	28571836
Retinoblastoma	USE_42177	1	0.3525	0.1612	1.028	LHX3	7	chr9	136191992	136193504
Retinoblastoma	USE_2856	2	0.3648	0.1619	1.927	NUF2	362	chr1	163673068	163675115
Retinoblastoma	USE_41886	3	0.3729	0.1628	1.489	GARNL3	7	chr9	127300405	127301634
Retinoblastoma	USE_10543	4	0.3878	0.1701	0.993	CCDC60	98	chr12	119338374	119339889
Retinoblastoma	USE_21784	5	0.3923	0.1725	1.005	ZAP70	14	chr2	97739707	97741946
Retinoblastoma	USE_3644	6	0.3974	0.1759	3.032	PLXNA2	7	chr1	208140089	208142445
Retinoblastoma	USE_20231	7	0.3998	0.1779	1.399	CMPK2	328	chr2	6523591	6526142
Retinoblastoma	USE_23093	8	0.4046	0.1819	0.925	CPS1	171	chr2	210746480	210753520
Retinoblastoma	USE_10542	9	0.4074	0.1843	0.993	CCDC60	104	chr12	119327858	119338771
Retinoblastoma	USE_11564	10	0.4213	0.1954	1.958	GPC5	261	chr13	91868786	91879611
Retinoblastoma	USE_17074	11	0.4297	0.2042	1.51	CACNA1G	12	chr17	50570351	50593358
Retinoblastoma	USE_40296	12	0.4332	0.2083	0.971	FAM135B	41	chr8	138267599	138276820
Retinoblastoma	USE_17565	13	0.4338	0.2091	1.571	SLC39A11	73	chr17	72942413	72943508
Retinoblastoma	USE_38154	14	0.4351	0.211	0.996	TNKS	233	chr8	9896868	9908664
Retinoblastoma	USE_31254	15	0.4361	0.2125	1.033	EGFLAM	61	chr5	38423075	38424752
Rhabdoid Cancer	USE_16793	1	0.3376	0.1612	0.923	KRT24	18	chr17	40718688	40719659
Rhabdoid Cancer	USE_9257	2	0.3937	0.1612	0.985	TMEM117	41	chr12	44153679	44154228
Rhabdoid Cancer	USE_31880	3	0.4091	0.1612	0.883	NR2F1	596	chr5	92991173	92992976
Rhabdoid Cancer	USE_13516	4	0.4149	0.1612	1.018	DPH6	56	chr15	35320633	35330300
Rhabdoid Cancer	USE_10031	5	0.415	0.1612	0.966	DCN	166	chr12	91326849	91329186
