group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
REH	USE_6883	8	0.5129	0.0	1.148	IFTAP	15	chr11	36617390	36620861
REH	USE_26870	9	0.5189	0.0	0.559	ARPP21	62	chr3	35652755	35655595
REH	USE_31211	10	0.526	0.0	1.125	CAPSL	12	chr5	35907575	35910338
REH	USE_1852	11	0.5274	0.0	0.968	COL11A1	428	chr1	102563257	102566025
REH	USE_6530	12	0.5282	0.0	1.248	IRAG1	21	chr11	10611740	10613204
REH	USE_33990	13	0.5295	0.0	0.933	MDFI	19	chr6	41624497	41627827
REH	USE_38043	14	0.5305	0.0	0.946	ERICH1	112	chr8	788333	790308
REH	USE_26774	15	0.5319	0.0	1.074	OXSM	316	chr3	26103950	26106253
RERFLCAD1	USE_21745	1	0.5961	0.0	0.98	TRIM43	120	chr2	95713057	95720696
RERFLCAD1	USE_5806	2	0.6	0.0	1.051	TLX1	4	chr10	101135524	101142253
RERFLCAD1	USE_27613	3	0.6059	0.0	0.651	ZPLD1	9	chr3	102298677	102300395
RERFLCAD1	USE_40700	4	0.6067	0.0	0.686	CCDC171	233	chr9	16039831	16041422
RERFLCAD1	USE_11854	5	0.6134	0.0	1.081	ATP11A	1	chr13	112781340	112792964
RERFLCAD1	USE_8003	6	0.6154	0.0	1.148	ARHGAP20	268	chr11	110908105	110919857
RERFLCAD1	USE_5933	7	0.616	0.0	1.038	RBM20	23	chr10	110763972	110766275
RERFLCAD1	USE_12209	8	0.6167	0.0	1.589	NKX2-1	9	chr14	36509464	36510067
RERFLCAD1	USE_5805	9	0.6172	0.0	1.051	TLX1	7	chr10	101121260	101132271
RERFLCAD1	USE_17435	10	0.6207	0.0	1.077	PRKCA	54	chr17	66609884	66611515
RERFLCAD1	USE_29752	11	0.6214	0.0	0.818	HOPX	21	chr4	56680867	56692869
RERFLCAD1	USE_31207	12	0.6233	0.0	1.223	SPEF2	55	chr5	35770659	35772227
RERFLCAD1	USE_8864	13	0.6241	0.0	3.12	LMO3	5	chr12	16563000	16584900
RERFLCAD1	USE_40815	14	0.6246	0.0	0.955	TAF1L	36	chr9	32665488	32673303
RERFLCAD1	USE_8865	15	0.6255	0.0	3.12	LMO3	3	chr12	16581055	16585189
RERFLCMS	USE_31493	1	0.595	0.0	0.808	PDE4D	393	chr5	59346533	59356966
RERFLCMS	USE_23919	2	0.5991	0.0	0.149	MACROD2	66	chr20	14952090	14963952
RERFLCMS	USE_23917	3	0.5995	0.0	0.149	FLRT3	102	chr20	14221275	14233376
RERFLCMS	USE_23920	4	0.6019	0.0	0.149	MACROD2	41	chr20	14979070	14987419
RERFLCMS	USE_36967	5	0.6058	0.0	1.506	PDK4	39	chr7	95628199	95630246
RERFLCMS	USE_4728	6	0.6096	0.0	0.001	DNAJC1	139	chr10	22017413	22022882
RERFLCMS	USE_21521	7	0.6108	0.0	1.211	CYP26B1	66	chr2	72203897	72205665
RERFLCMS	USE_15761	8	0.6141	0.0	0.98	VAT1L	23	chr16	77895848	77919535
RERFLCMS	USE_33440	9	0.6142	0.0	0.88	STMND1	262	chr6	16849945	16858082
RERFLCMS	USE_42846	10	0.6158	0.0	0.834	MAGEA4	5	chrX	151913038	151913804
RERFLCMS	USE_23918	11	0.6167	0.0	0.149	MACROD2	317	chr20	14699739	14713122
RERFLCMS	USE_4725	12	0.6174	0.0	0.001	DNAJC1	67	chr10	21943457	21950914
RERFLCMS	USE_21522	13	0.6177	0.0	1.211	CYP26B1	71	chr2	72203989	72215399
RERFLCMS	USE_31923	14	0.6212	0.0	0.818	PCSK1	97	chr5	96508631	96510938
RERFLCMS	USE_29607	15	0.6228	0.0	1.0	LIMCH1	126	chr4	41399642	41407193
RH30	USE_6646	1	0.5785	0.0	1.293	MYOD1	0	chr11	17719796	17721564
RH30	USE_6645	2	0.5837	0.0	1.293	MYOD1	2	chr11	17713984	17721896
RH30	USE_42562	3	0.5892	0.0	0.434	FAAH2	10	chrX	57394753	57402999
RH30	USE_19479	4	0.5903	0.0	1.127	CHST8	28	chr19	33724197	33728228
RH30	USE_34086	5	0.5915	0.0	0.841	CDC5L	293	chr6	44712084	44713725
RH30	USE_1943	6	0.5938	0.0	1.135	GPR61	13	chr1	109529452	109532301
RH30	USE_19442	7	0.5951	0.0	1.276	TSHZ3	5	chr19	31253687	31256058
RH30	USE_8292	8	0.596	0.0	0.704	PKNOX2	35	chr11	125261786	125264571
RH30	USE_26912	9	0.5986	0.0	0.719	EXOG	26	chr3	38541783	38548891
RH30	USE_6642	10	0.599	0.0	1.339	OTOG	54	chr11	17649918	17653577
RH30	USE_7474	11	0.5994	0.0	0.872	PDE2A	74	chr11	72548088	72553536
RH30	USE_7564	12	0.5998	0.0	0.985	THAP12	73	chr11	76291366	76293420
RH30	USE_7423	13	0.6002	0.0	0.808	CTTN	182	chr11	70594863	70604835
RH30	USE_8553	14	0.6008	0.0	1.057	TEAD4	33	chr12	3032467	3034226
RH30	USE_42001	15	0.602	0.0	1.295	HMCN2	42	chr9	130300885	130313040
RH4	USE_42676	1	0.4993	0.0	0.461	NRK	12	chrX	105872494	105883134
RH4	USE_42800	2	0.5087	0.0	0.87	CT45A1	78	chrX	135638467	135642242
RH4	USE_14857	3	0.5177	0.0	0.94	RBFOX1	875	chr16	7350870	7352866
RH4	USE_13103	4	0.5244	0.0	1.027	BCL11B	537	chr14	98681607	98684412
RH4	USE_42675	5	0.5255	0.0	0.461	NRK	25	chrX	105857814	105873081
RH4	USE_42801	6	0.5255	0.0	0.97	CT45A1	41	chrX	135675088	135679759
RH4	USE_20111	7	0.5269	0.0	1.098	USP29	64	chr19	57055896	57065936
RH4	USE_13104	8	0.5287	0.0	1.027	BCL11B	534	chr14	98682347	98690946
RH4	USE_14275	9	0.5311	0.0	0.773	TBC1D2B	6	chr15	78023081	78025691
RH4	USE_20775	10	0.5336	0.0	1.061	ALK	101	chr2	29656971	29660255
RH4	USE_27186	11	0.5341	0.0	0.681	CACNA2D3	342	chr3	54252591	54259354
RH4	USE_42644	12	0.5357	0.0	0.411	PCDH19	27	chrX	100317608	100329923
RH4	USE_8292	13	0.5365	0.0	0.716	PKNOX2	35	chr11	125261786	125264571
RH4	USE_6642	14	0.5366	0.0	1.17	OTOG	54	chr11	17649918	17653577
RH4	USE_9810	15	0.5411	0.0	1.191	PTPRR	75	chr12	70853740	70855758
RKO	USE_19965	1	0.5473	0.0	0.975	SHANK1	13	chr19	50702261	50703945
RKO	USE_19729	2	0.5566	0.0	0.965	PSG3	67	chr19	42663118	42663850
RKO	USE_28201	3	0.5718	0.0	0.897	DIPK2A	789	chr3	144798921	144799737
RKO	USE_7476	4	0.5736	0.0	1.067	PDE2A	54	chr11	72569593	72572183
RKO	USE_1323	5	0.5803	0.0	1.151	JUN	128	chr1	58908868	58909913
RKO	USE_31942	6	0.583	0.0	1.081	RGMB	678	chr5	98104251	98106433
RKO	USE_36786	7	0.5835	0.0	1.042	HGF	44	chr7	81689407	81691359
RKO	USE_7475	8	0.5885	0.0	1.067	PDE2A	58	chr11	72560676	72573404
RKO	USE_31941	9	0.5909	0.0	1.081	RGMB	678	chr5	98099562	98110648
RKO	USE_24950	10	0.5926	0.0	1.49	COL9A3	7	chr20	62835756	62837226
RKO	USE_5117	11	0.5973	0.0	1.561	ARHGAP22	57	chr10	48604113	48613581
RKO	USE_12806	12	0.6024	0.0	1.031	MLH3	7	chr14	75024946	75026042
RKO	USE_36781	13	0.604	0.0	1.042	HGF	130	chr7	81603792	81605655
RKO	USE_37645	14	0.6044	0.0	1.457	DGKI	159	chr7	137771980	137774854
RKO	USE_41656	15	0.6046	0.0	1.461	FKBP15	3	chr9	113187188	113189006
RL	USE_28868	1	0.5363	0.0	1.042	BCL6	167	chr3	187898962	187903941
RL	USE_28874	2	0.5396	0.0	1.078	BCL6	243	chr3	187975663	187979379
RL	USE_28872	3	0.5488	0.0	1.042	BCL6	207	chr3	187935712	187946378
RL	USE_29138	4	0.5613	0.0	0.492	ZNF718	49	chr4	207806	217450
RL	USE_39673	5	0.5666	0.0	1.013	SAMD12	122	chr8	118282318	118283768
RL	USE_40914	6	0.567	0.0	1.056	GRHPR	58	chr9	37370129	37371977
RL	USE_19333	7	0.5708	0.0	0.945	MEF2B	6	chr19	19154653	19170208
RL	USE_39672	8	0.5757	0.0	1.013	SAMD12	128	chr8	118269564	118285293
RL	USE_28873	9	0.576	0.0	1.078	BCL6	238	chr3	187943943	188001074
RL	USE_28871	10	0.5761	0.0	1.042	BCL6	185	chr3	187918338	187920019
RL	USE_35137	11	0.5798	0.0	1.017	PLEKHG1	98	chr6	150622302	150624458
RL	USE_17397	12	0.5864	0.0	1.053	RGS9	17	chr17	65180708	65182981
RL	USE_22260	13	0.5869	0.0	0.827	ZRANB3	81	chr2	135249235	135256756
RL	USE_12586	14	0.5879	0.0	1.035	ESR2	6	chr14	64216322	64218736
RL	USE_29141	15	0.589	0.0	1.236	ZNF141	22	chr4	383246	385427
RMGI	USE_11126	1	0.5805	0.0	1.041	COG6	367	chr13	40087182	40094745
RMGI	USE_33078	2	0.5866	0.0	0.819	FOXQ1	83	chr6	1228104	1231163
RMGI	USE_42334	3	0.5935	0.0	0.006	MID1	61	chrX	10566354	10590528
RMGI	USE_12264	4	0.5954	0.0	1.013	FBXO33	460	chr14	39873420	39877171
RMGI	USE_36938	5	0.5968	0.0	0.525	BET1	77	chr7	94060313	94062180
RMGI	USE_31491	6	0.5987	0.0	0.082	PDE4D	465	chr5	59257724	59301893
RMGI	USE_15323	7	0.6029	0.0	1.0	IGHV3OR16-17	1900	chr16	35744169	35746011
RMGI	USE_11125	8	0.6043	0.0	1.041	COG6	373	chr13	40077085	40116726
RMGI	USE_22461	9	0.6051	0.0	1.019	UPP2	88	chr2	158094672	158095785
RMGI	USE_22460	10	0.6087	0.0	1.019	UPP2	90	chr2	158094611	158099830
RMGI	USE_31707	11	0.6102	0.0	0.675	CERT1	30	chr5	75463563	75464985
RMGI	USE_40762	12	0.6105	0.0	0.085	MTAP	36	chr9	21829846	21837597
RMGI	USE_7439	13	0.6125	0.0	0.994	DHCR7	240	chr11	71198574	71200691
RMGI	USE_39923	14	0.6128	0.0	1.068	TRIB1	142	chr8	125576037	125577471
RMGI	USE_40361	15	0.6132	0.0	1.005	SLC45A4	0	chr8	141256134	141259094
RPMI8226	USE_25829	1	0.411	0.0	0.0	IGLL5	50	chr22	22928202	22955917
RPMI8226	USE_25830	2	0.4133	0.0	0.0	IGLL5	37	chr22	22928669	22929379
RPMI8226	USE_25824	3	0.4776	0.0	0.0	GGTLC2	106	chr22	22746000	22759032
RPMI8226	USE_13340	4	0.5099	0.0	0.661	GOLGA6L6	323	chr15	20211866	20214131
RPMI8226	USE_31070	5	0.5237	0.0	0.091	LINC02218	22	chr5	17428424	17456757
RPMI8226	USE_11888	6	0.5238	0.0	0.585	GAS6	42	chr13	113880811	113889470
RPMI8226	USE_11889	7	0.5244	0.0	0.585	GAS6	39	chr13	113881696	113882528
RPMI8226	USE_13341	8	0.5328	0.0	0.661	GOLGA6L6	211	chr15	20324706	20326563
RPMI8226	USE_339	9	0.5394	0.0	1.279	PRDM2	187	chr1	13945547	13955067
RPMI8226	USE_19195	10	0.54	0.0	0.99	YJU2B	76	chr19	13670351	13671944
RPMI8226	USE_13867	11	0.542	0.0	1.649	ALDH1A2	72	chr15	58297230	58298268
RPMI8226	USE_26119	12	0.5485	0.0	1.083	NCF4	29	chr22	36839508	36840773
RPMI8226	USE_31069	13	0.5486	0.0	0.091	LINC02218	58	chr5	17400740	17413837
RPMI8226	USE_25823	14	0.5509	0.0	0.0	GGTLC2	81	chr22	22720619	22735311
RPMI8226	USE_25440	15	0.5588	0.0	1.383	PCP4	57	chr21	39954945	39956056
RS411	USE_27546	1	0.4917	0.0	0.922	DCBLD2	350	chr3	99198691	99200755
RS411	USE_33676	2	0.5133	0.0	1.02	OR2B6	3	chr6	27956469	27966830
RS411	USE_24315	3	0.5281	0.0	1.061	CTNNBL1	6	chr20	37788470	37790925
RS411	USE_39018	4	0.529	0.0	1.245	XKR9	14	chr8	70743351	70744525
RS411	USE_27686	5	0.5307	0.0	0.776	CD96	38	chr3	111516781	111519119
RS411	USE_32768	6	0.5334	0.0	0.9	TENM2	160	chr5	167460825	167461394
RS411	USE_8807	7	0.5336	0.0	1.031	EMP1	75	chr12	13283156	13285010
RS411	USE_7417	8	0.5353	0.0	1.011	PPFIA1	37	chr11	70364860	70366201
RS411	USE_20214	9	0.5358	0.0	0.964	DCDC2C	523	chr2	4298536	4299782
RS411	USE_5065	10	0.5363	0.0	0.966	TMEM72	101	chr10	44821484	44823261
RS411	USE_36753	11	0.5376	0.0	1.315	GNAI1	220	chr7	80216370	80218219
RS411	USE_13109	12	0.5379	0.0	0.954	BCL11B	194	chr14	99025795	99026378
RS411	USE_42423	13	0.5379	0.0	0.839	DCAF8L2	59	chrX	27728577	27730036
RS411	USE_38775	14	0.5389	0.0	1.332	OPRK1	33	chr8	53204006	53206213
RS411	USE_12251	15	0.5407	0.0	0.884	CLEC14A	296	chr14	38550398	38553352
RT112	USE_22142	1	0.5714	0.0	0.943	GYPC	964	chr2	125710903	125712360
RT112	USE_10462	2	0.5755	0.0	1.325	TBX3	89	chr12	114587238	114588884
RT112	USE_34405	3	0.5832	0.0	1.019	HTR1E	621	chr6	86354736	86356570
RT112	USE_12234	4	0.5882	0.0	0.931	FOXA1	100	chr14	37491536	37493243
RT112	USE_41579	5	0.5925	0.0	0.925	PTPN3	100	chr9	109537083	109538396
RT112	USE_25457	6	0.5935	0.0	1.939	FAM3B	35	chr21	41294795	41296815
RT112	USE_3456	7	0.5949	0.0	1.002	RABIF	46	chr1	202836019	202837558
RT112	USE_28198	8	0.5963	0.0	1.298	DIPK2A	285	chr3	144294648	144296912
RT112	USE_23449	9	0.597	0.0	1.06	UGT1A8	44	chr2	233650389	233652268
RT112	USE_24590	10	0.5988	0.0	1.901	PTGIS	16	chr20	49551461	49553433
RT112	USE_22575	11	0.6017	0.0	1.071	ABCB11	8	chr2	168963754	168965214
RT112	USE_12230	12	0.6031	0.0	0.931	MIPOL1	29	chr14	37413329	37422836
RT112	USE_22436	13	0.6041	0.0	0.919	KCNJ3	378	chr2	155156433	155157743
RT112	USE_28466	14	0.6043	0.0	1.333	GOLIM4	368	chr3	168416207	168425212
RT112	USE_3620	15	0.6048	0.0	0.53	CD55	71	chr1	207281832	207283522
SCC25	USE_5107	1	0.6194	0.0	1.21	FAM25G	6	chr10	47481420	47484673
SCC25	USE_5089	2	0.6209	0.0	1.099	ANXA8L1	6	chr10	46375720	46378800
SCC25	USE_30764	3	0.621	0.0	0.001	PDLIM3	56	chr4	185559114	185590284
SCC25	USE_16816	4	0.6216	0.0	0.783	KRT14	0	chr17	41579885	41589145
SCC25	USE_9070	5	0.6237	0.0	1.407	PTHLH	11	chr12	27969058	27985069
SCC25	USE_15321	6	0.6238	0.0	1.0	IGHV3OR16-17	1754	chr16	35598780	35600765
SCC25	USE_12000	7	0.6246	0.0	1.61	SLC7A8	16	chr14	23170790	23172128
SCC25	USE_22470	8	0.6254	0.0	0.953	DAPL1	60	chr2	158885951	158893722
SCC25	USE_40024	9	0.6254	0.0	1.509	MYC	51	chr8	127686873	127688407
SCC25	USE_5872	10	0.6257	0.0	1.159	STN1	26	chr10	103870902	103872090
SCC25	USE_30903	11	0.6264	0.0	1.129	IRX1	485	chr5	4080363	4087388
SCC25	USE_37784	12	0.6267	0.0	0.94	TAS2R60	13	chr7	143429860	143431571
SCC25	USE_23357	13	0.6281	0.0	0.969	DNER	169	chr2	229363004	229370978
SCC25	USE_18012	14	0.63	0.0	0.801	DLGAP1	8	chr18	3984052	3985205
SCC25	USE_23869	15	0.63	0.0	1.174	JAG1	467	chr20	11113189	11132921
SEM	USE_10865	1	0.5215	0.0	0.503	SGCG	756	chr13	22495747	22498198
SEM	USE_10863	2	0.5587	0.0	0.503	FGF9	765	chr13	22450553	22455367
SEM	USE_10864	3	0.5906	0.0	0.503	SGCG	756	chr13	22487034	22506658
SEM	USE_17180	4	0.594	0.0	1.046	CCDC182	19	chr17	57723260	57727285
SEM	USE_21363	5	0.5952	0.0	0.929	MEIS1	57	chr2	66445171	66446589
SEM	USE_26869	6	0.5987	0.0	1.009	ARPP21	77	chr3	35638989	35640166
SEM	USE_23832	7	0.6012	0.0	0.979	LAMP5	15	chr20	9505913	9507318
SEM	USE_23833	8	0.6012	0.0	0.979	LAMP5	14	chr20	9507004	9509060
SEM	USE_11721	9	0.6018	0.0	0.504	SLC10A2	47	chr13	103006250	103008430
SEM	USE_13283	10	0.6045	0.0	0.98	TMEM121	3	chr14	105531739	105532655
SEM	USE_38033	11	0.608	0.0	1.028	VIPR2	8	chr7	159092835	159097647
SEM	USE_25405	12	0.6089	0.0	1.072	ERG	22	chr21	38496888	38499223
SEM	USE_29450	13	0.6099	0.0	1.01	SEL1L3	54	chr4	25750356	25750947
SEM	USE_5065	14	0.6105	0.0	1.031	TMEM72	101	chr10	44821484	44823261
SEM	USE_13298	15	0.6118	0.0	0.98	TMEM121	295	chr14	105816715	105830367
SET2	USE_27446	1	0.5215	0.0	0.954	ROBO2	399	chr3	77175068	77180686
SET2	USE_8435	2	0.5434	0.0	0.952	NTM	410	chr11	132262739	132265244
SET2	USE_8434	3	0.5515	0.0	0.952	NTM	406	chr11	132255189	132265208
SET2	USE_7740	4	0.5615	0.0	0.919	FAT3	769	chr11	91790711	91792227
SET2	USE_24312	5	0.5656	0.0	1.038	CTNNBL1	70	chr20	37711561	37713587
SET2	USE_33044	6	0.5674	0.0	0.568	OR4F3	105	chr5	181473345	181474157
SET2	USE_20823	7	0.5714	0.0	1.001	TTC27	191	chr2	32916057	32916777
SET2	USE_20822	8	0.5749	0.0	1.001	TTC27	199	chr2	32900706	32948073
SET2	USE_13732	9	0.5769	0.0	1.024	HDC	7	chr15	50259954	50262142
SET2	USE_2158	10	0.5811	0.0	0.962	TENT5C	3	chr1	117612926	117614611
SET2	USE_40610	11	0.5828	0.0	0.82	PTPRD	536	chr9	9999143	10000357
SET2	USE_1901	12	0.5831	0.0	0.532	NBPF4	40	chr1	108272393	108274368
SET2	USE_42172	13	0.5831	0.0	1.052	NACC2	39	chr9	136010600	136012804
SET2	USE_27518	14	0.5839	0.0	0.947	PROS1	455	chr3	93470097	93471060
SET2	USE_1902	15	0.5848	0.0	0.532	NBPF6	40	chr1	108419859	108422023
SF268	USE_15304	1	0.5301	0.0	0.676	AHSP	72	chr16	31598565	31603472
SF268	USE_26423	2	0.5497	0.0	0.8	BRD1	398	chr22	49396432	49407050
SF268	USE_39309	3	0.551	0.0	0.841	CFAP418	391	chr8	95647266	95649372
SF268	USE_31356	4	0.5533	0.0	1.148	HCN1	1719	chr5	47182963	47208026
SF268	USE_19370	5	0.5556	0.0	0.93	ZNF675	7	chr19	23595541	23602214
SF268	USE_20594	6	0.5565	0.0	0.95	APOB	98	chr2	20916961	20932117
SF268	USE_19364	7	0.5575	0.0	0.893	ZNF99	13	chr19	22748016	22760672
SF268	USE_26412	8	0.5633	0.0	0.76	TAFA5	243	chr22	48423019	48429934
SF268	USE_31357	9	0.5637	0.0	1.148	HCN1	1774	chr5	47229279	47271324
SF268	USE_18218	10	0.5671	0.0	1.094	ANKRD30B	483	chr18	15266936	15283727
SF268	USE_12196	11	0.5676	0.0	0.835	MBIP	137	chr14	36166018	36178629
SF268	USE_40997	12	0.5689	0.0	1.0	ANKRD20A4P	444	chr9	64830137	64842306
SF268	USE_19564	13	0.5699	0.0	0.877	ZNF345	0	chr19	36869032	36892973
SF268	USE_38556	14	0.5709	0.0	0.834	KCNU1	48	chr8	36901666	36915841
SF268	USE_21242	15	0.5709	0.0	0.933	BCL11A	113	chr2	60385159	60392556
SF295	USE_11694	1	0.3533	0.0	0.019	TMTC4	236	chr13	100875285	100876733
SF295	USE_11693	2	0.3966	0.0	0.019	TMTC4	242	chr13	100875242	100888353
SF295	USE_40768	3	0.4933	0.0	0.0	CDKN2B	111	chr9	22117355	22118741
SF295	USE_40767	4	0.5413	0.0	0.0	CDKN2B	104	chr9	22102834	22118885
SF295	USE_40769	5	0.5494	0.0	0.0	CDKN2B	150	chr9	22141339	22171415
SF295	USE_40766	6	0.5527	0.0	0.0	CDKN2B	97	chr9	22101850	22105735
SF295	USE_40765	7	0.5638	0.0	0.0	CDKN2B	89	chr9	22083980	22107909
SF295	USE_37808	8	0.5782	0.0	1.44	TPK1	980	chr7	145623856	145625497
SF295	USE_40764	9	0.5793	0.0	0.0	CDKN2B	35	chr9	22029968	22053758
SF295	USE_16951	10	0.5827	0.0	1.048	LRRC37A	30	chr17	46284006	46285608
SF295	USE_32922	11	0.5887	0.0	1.278	MSX2	101	chr5	174828738	174830258
SF295	USE_6841	12	0.5893	0.0	0.833	SLC1A2	74	chr11	35260318	35261499
SF295	USE_32923	13	0.59	0.0	1.278	MSX2	105	chr5	174828805	174837894
SF295	USE_32908	14	0.5938	0.0	1.327	NSG2	271	chr5	174412076	174419641
SF295	USE_37807	15	0.594	0.0	1.44	TPK1	990	chr7	145623686	145645464
SF539	USE_40186	1	0.5471	0.0	1.516	TG	54	chr8	132945484	132947323
SF539	USE_35832	2	0.5785	0.0	1.979	MACC1	11	chr7	20164028	20165639
SF539	USE_28691	3	0.5842	0.0	1.906	FXR1	53	chr3	180871729	180872443
SF539	USE_36208	4	0.5861	0.0	1.747	INHBA	588	chr7	41096677	41098424
SF539	USE_39745	5	0.5898	0.0	1.406	SNTB1	111	chr8	120785185	120786863
SF539	USE_39084	6	0.5998	0.0	1.445	ZFHX4	157	chr8	76616355	76617555
SF539	USE_39326	7	0.604	0.0	1.408	SDC2	31	chr8	96583849	96585481
SF539	USE_13918	8	0.6045	0.0	1.13	RORA	99	chr15	60758505	60759997
SF539	USE_39085	9	0.6055	0.0	1.445	ZFHX4	152	chr8	76617003	76626028
SF539	USE_13484	10	0.607	0.0	1.212	FMN1	109	chr15	32869578	32871303
SF539	USE_37602	11	0.6083	0.0	1.02	BPGM	28	chr7	134690423	134692580
SF539	USE_23003	12	0.6086	0.0	1.2	CD28	37	chr2	203684570	203685948
SF539	USE_38998	13	0.6105	0.0	1.456	SULF1	492	chr8	69070223	69072964
SF539	USE_23010	14	0.613	0.0	1.16	CTLA4	59	chr2	203803631	203804930
SF539	USE_25398	15	0.6145	0.0	0.971	KCNJ15	120	chr21	38351487	38352669
SHP77	USE_30699	1	0.5173	0.0	0.001	TENM3	2414	chr4	180057720	180059842
SHP77	USE_30289	2	0.5296	0.0	0.596	INTU	534	chr4	127134979	127146116
SHP77	USE_30700	3	0.534	0.0	0.001	TENM3	2405	chr4	180057880	180077835
SHP77	USE_32853	4	0.5449	0.0	1.007	NEURL1B	101	chr5	172563708	172565655
SHP77	USE_15016	5	0.5478	0.0	0.596	NPIPA7	175	chr16	16558914	16565955
SHP77	USE_18436	6	0.5531	0.0	1.087	PIK3C3	355	chr18	41665588	41667475
SHP77	USE_40319	7	0.5556	0.0	1.517	KCNK9	202	chr8	139854368	139855773
SHP77	USE_532	8	0.5692	0.0	1.079	C1QA	14	chr1	22618623	22626953
SHP77	USE_8098	9	0.5712	0.0	1.089	BUD13	702	chr11	116052827	116062528
SHP77	USE_10233	10	0.5724	0.0	1.214	C12orf42	121	chr12	103241657	103249552
SHP77	USE_20061	11	0.5745	0.0	0.933	LAIR2	15	chr19	54518265	54521929
SHP77	USE_9129	12	0.5772	0.0	1.961	SINHCAF	69	chr12	31233605	31235975
SHP77	USE_7114	13	0.5783	0.0	1.07	SYT7	13	chr11	61532888	61534649
SHP77	USE_15545	14	0.5794	0.0	0.983	CDH5	51	chr16	66327372	66341136
SHP77	USE_27779	15	0.5805	0.0	1.083	LSAMP	928	chr3	117398021	117400268
SHSY5Y	USE_37572	1	0.5576	0.0	1.777	EXOC4	89	chr7	133748394	133749851
SHSY5Y	USE_37576	2	0.579	0.0	1.777	EXOC4	177	chr7	133836118	133837914
SHSY5Y	USE_37573	3	0.5796	0.0	1.777	EXOC4	130	chr7	133771005	133809068
SHSY5Y	USE_30635	4	0.5804	0.0	0.967	HAND2	18	chr4	173508555	173509777
SHSY5Y	USE_37571	5	0.5829	0.0	1.777	EXOC4	86	chr7	133741144	133750866
SHSY5Y	USE_14189	6	0.5838	0.0	1.04	CCDC33	22	chr15	74291869	74292871
SHSY5Y	USE_3110	7	0.5861	0.0	1.492	FAM163A	35	chr1	179742393	179745482
SHSY5Y	USE_2840	8	0.5875	0.0	1.474	CCDC190	35	chr1	162881353	162882128
SHSY5Y	USE_12922	9	0.5879	0.0	1.036	TTC8	51	chr14	88901832	88905825
SHSY5Y	USE_42104	10	0.5887	0.0	1.028	DBH	11	chr9	133635435	133637116
SHSY5Y	USE_36247	11	0.5891	0.0	1.519	UBE2D4	3	chr7	43936866	43938846
SHSY5Y	USE_710	12	0.5892	0.0	1.033	PTPRU	191	chr1	29471389	29475630
SHSY5Y	USE_23548	13	0.5895	0.0	1.028	RAMP1	0	chr2	237884571	237887323
SHSY5Y	USE_3112	14	0.5903	0.0	1.492	FAM163A	10	chr1	179781422	179798668
SHSY5Y	USE_2851	15	0.5925	0.0	1.558	NUF2	127	chr1	163435881	163440842
SJSA1	USE_42913	1	0.3598	0.0	0.499	TSPY1	13	chrY	9453903	9455640
SJSA1	USE_42914	2	0.363	0.0	0.499	TSPY1	27	chrY	9494536	9496237
SJSA1	USE_42915	3	0.3687	0.0	0.499	TSPY10	13	chrY	9514850	9516430
SJSA1	USE_9300	4	0.3782	0.0	0.912	AMIGO2	78	chr12	46998277	46999631
SJSA1	USE_9296	5	0.4349	0.0	0.995	SLC38A4	114	chr12	46904606	46921935
SJSA1	USE_10273	6	0.4575	0.0	1.584	APPL2	50	chr12	105253617	105257648
SJSA1	USE_9299	7	0.5134	0.0	0.912	AMIGO2	113	chr12	46963657	46965851
SJSA1	USE_9960	8	0.5171	0.0	0.908	RASSF9	135	chr12	85676629	85689565
SJSA1	USE_10459	9	0.5305	0.0	4.072	RBM19	12	chr12	113902795	113904349
SJSA1	USE_42940	10	0.5318	0.0	1.0	CDY1	31078	chrY	56702165	56702775
SJSA1	USE_31388	11	0.5327	0.0	1.004	ARL15	34	chr5	54062635	54063837
SJSA1	USE_38039	12	0.5367	0.0	1.187	FBXO25	19	chr8	461159	463168
SJSA1	USE_9688	13	0.5453	0.0	1.472	HMGA2	175	chr12	65719723	65720990
SJSA1	USE_11526	14	0.5464	0.0	1.589	SLITRK1	1131	chr13	82747298	82749680
SJSA1	USE_11169	15	0.554	0.0	0.908	FAM216B	31	chr13	42746958	42763060
SKBR3	USE_39551	1	0.4566	0.0	0.396	TRHR	192	chr8	108910781	108913253
SKBR3	USE_39550	2	0.4778	0.0	0.396	TRHR	195	chr8	108903779	108913094
SKBR3	USE_38029	3	0.5647	0.0	0.849	DYNC2I1	46	chr7	158948875	158957906
SKBR3	USE_22139	4	0.5917	0.0	1.076	TSN	790	chr2	122539500	122546858
SKBR3	USE_9982	5	0.5957	0.0	1.105	KITLG	223	chr12	88756636	88764693
SKBR3	USE_35741	6	0.5986	0.0	1.831	ETV1	213	chr7	13726512	13728656
SKBR3	USE_41646	7	0.6034	0.0	0.808	SNX30	11	chr9	112823803	112832081
SKBR3	USE_30110	8	0.6037	0.0	0.859	TACR3	288	chr4	103934764	103948662
SKBR3	USE_10925	9	0.6043	0.0	0.794	GPR12	79	chr13	26836874	26838895
SKBR3	USE_30990	10	0.6047	0.0	1.138	CTNND2	291	chr5	11724234	11735651
SKBR3	USE_10926	11	0.6051	0.0	0.794	GPR12	85	chr13	26837285	26850059
SKBR3	USE_33146	12	0.6068	0.0	0.557	PXDC1	23	chr6	3712656	3714251
